"ItemType","ID","Model"
"Static","CaveGCliffs03ice","Dungeons\Caves\Green\Cliffs\CaveGCliffs03.nif"
"Static","CaveGCliffs03NS","Dungeons\Caves\Green\Cliffs\CaveGCliffs03NS.nif"
"Static","CaveGCliffs03NSice","Dungeons\Caves\Green\Cliffs\CaveGCliffs03NS.nif"
"Static","CaveGCliffsCornerIn01","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerIn01...."
"Static","CaveGCliffsCornerIn01NS","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerIn01N..."
"Static","CaveGCliffsCornerIn01NSIce","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerIn01N..."
"Static","CaveGCliffsCornerOut01","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01..."
"Static","CaveGCliffsCornerOut01ice","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01..."
"Static","CaveGCliffsCornerOut01NS","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01..."
"Static","CaveGCliffsCornerOut01NSsnow","Dungeons\Caves\Green\Cliffs\CaveGCliffsCornerOut01..."
"Static","CaveGCliffsIsland01","Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01.ni..."
"Static","CaveGCliffsIsland01ice","Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01.ni..."
"Static","CaveGCliffsIsland01NS","Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS...."
"Static","CaveGCliffsIsland01NSice","Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS...."
"Static","CaveGCliffsIsland01NSMossTEMP","Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS...."
"Static","CaveGDirtMound01","Dungeons\Caves\Green\DirtMound\CaveGDirtMound01.ni..."
"Static","CaveGDirtMound01ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound01.ni..."
"Static","CaveGDirtMound01iceBlend","Dungeons\Caves\Green\DirtMound\CaveGDirtMound01.ni..."
"Static","CaveGDirtMound02","Dungeons\Caves\Green\DirtMound\CaveGDirtMound02.ni..."
"Static","CaveGDirtMound02ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound02.ni..."
"Static","CaveGDirtMound03","Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.ni..."
"Static","CaveGDirtMound03ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.ni..."
"Static","CaveGDirtMound03iceBlend","Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.ni..."
"Static","CaveGDirtMound03SnowBlend","Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.ni..."
"Static","CaveGDirtMound04","Dungeons\Caves\Green\DirtMound\CaveGDirtMound04.ni..."
"Static","CaveGDirtMound04ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound04.ni..."
"Static","CaveGDirtMound05","Dungeons\Caves\Green\DirtMound\CaveGDirtMound05.ni..."
"Static","CaveGDirtMound05ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound05.ni..."
"Static","CaveGDirtMound06","Dungeons\Caves\Green\DirtMound\CaveGDirtMound06.ni..."
"Static","CaveGDirtMound06ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound06.ni..."
"Static","CaveGDirtMound07","Dungeons\Caves\Green\DirtMound\CaveGDirtMound07.ni..."
"Static","CaveGDirtMound07ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound07.ni..."
"Static","CaveGDirtMound08","Dungeons\Caves\Green\DirtMound\CaveGDirtMound08.ni..."
"Static","CaveGDirtMound08ice","Dungeons\Caves\Green\DirtMound\CaveGDirtMound08.ni..."
"Static","CaveGEBalconyCorner01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCorn..."
"Static","CaveGEBalconyCorner02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCorn..."
"Static","CaveGEBalconyCorner03","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCorn..."
"Static","CaveGEBalconyCorner04","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCorn..."
"Static","CaveGEBalconyCurve01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCurv..."
"Static","CaveGEBalconyCurve02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCurv..."
"Static","CaveGEBalconyCurve03","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCurv..."
"Static","CaveGEBalconyCurve04","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyCurv..."
"Static","CaveGEBalconyICorner01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyICor..."
"Static","CaveGEBalconyICorner02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyICor..."
"Static","CaveGEBalconyICorner03","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyICor..."
"Static","CaveGEBalconyICorner04","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyICor..."
"Static","CaveGEBalconyMid01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyMid0..."
"Static","CaveGEBalconyMid02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyMid0..."
"Static","CaveGEBalconyRamp01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyRamp..."
"Static","CaveGEBalconyRamp02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyRamp..."
"Static","CaveGEBalconyShaftBridge01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyShaf..."
"Static","CaveGEBalconyShelf01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyShel..."
"Static","CaveGEBalconyShelf02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyShel..."
"Static","CaveGEBalconyStraight01","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyStra..."
"Static","CaveGEBalconyStraight02","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyStra..."
"Static","CaveGEBalconyStraight03","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyStra..."
"Static","CaveGEBalconyStraight04","Dungeons\Caves\Green\EpicBalcony\CaveGEBalconyStra..."
"Static","CaveGECeiling01","Dungeons\Caves\Green\EpicWall\CaveGECeiling01.nif"
"Static","CaveGECeiling01ice","Dungeons\Caves\Green\EpicWall\CaveGECeiling01.nif"
"Static","CaveGECorner01","Dungeons\Caves\Green\Epic\CaveGECorner01.nif"
"Static","CaveGECorner01c","Dungeons\Caves\Green\Epic\CaveGECorner01c.nif"
"Static","CaveGECorner01cFalmer","Dungeons\Caves\Green\Epic\CaveGECorner01c.nif"
"Static","CaveGECorner01cMossTEMP","Dungeons\Caves\Green\Epic\CaveGECorner01c.nif"
"Static","CaveGECorner01cSnow","Dungeons\Caves\Green\Epic\CaveGECorner01c.nif"
"Static","CaveGECorner01Hole","Dungeons\Caves\Green\Epic\CaveGECorner01Hole.nif"
"Static","CaveGECorner02","Dungeons\Caves\Green\Epic\CaveGECorner02.nif"
"Static","CaveGECorner02c","Dungeons\Caves\Green\Epic\CaveGECorner02c.nif"
"Static","CaveGECorner02Hole","Dungeons\Caves\Green\Epic\CaveGECorner02Hole.nif"
"Static","CaveGECorner02ice","Dungeons\Caves\Green\Epic\CaveGECorner02.nif"
"Static","CaveGECorner03","Dungeons\Caves\Green\Epic\CaveGECorner03.nif"
"Static","CaveGECorner03c","Dungeons\Caves\Green\Epic\CaveGECorner03c.nif"
"Static","CaveGECorner03cice","Dungeons\Caves\Green\Epic\CaveGECorner03c.nif"
"Static","CaveGECorner03falmer","Dungeons\Caves\Green\Epic\CaveGECorner03.nif"
"Static","CaveGECorner03Hole","Dungeons\Caves\Green\Epic\CaveGECorner03Hole.nif"
"Static","CaveGECorner03Holeice","Dungeons\Caves\Green\Epic\CaveGECorner03Hole.nif"
"Static","CaveGECorner03ice","Dungeons\Caves\Green\Epic\CaveGECorner03.nif"
"Static","CaveGECorner04","Dungeons\Caves\Green\Epic\CaveGECorner04.nif"
"Static","CaveGECorner04c","Dungeons\Caves\Green\Epic\CaveGECorner04c.nif"
"Static","CaveGECorner04cice","Dungeons\Caves\Green\Epic\CaveGECorner04c.nif"
"Static","CaveGECorner04Hole","Dungeons\Caves\Green\Epic\CaveGECorner04Hole.nif"
"Static","CaveGECorner04Holeice","Dungeons\Caves\Green\Epic\CaveGECorner04Hole.nif"
"Static","CaveGECorner04ice","Dungeons\Caves\Green\Epic\CaveGECorner04.nif"
"Static","CaveGECornerUp01","Dungeons\Caves\Green\Epic\CaveGECornerUp01.nif"
"Static","CaveGECornerUp02","Dungeons\Caves\Green\Epic\CaveGECornerUp02.nif"
"Static","CaveGECornerUp03","Dungeons\Caves\Green\Epic\CaveGECornerUp03.nif"
"Static","CaveGECornerUp04","Dungeons\Caves\Green\Epic\CaveGECornerUp04.nif"
"Static","CaveGEDoor01","Dungeons\Caves\Green\Epic\CaveGEDoor01.nif"
"Static","CaveGEDoor01Hole","Dungeons\Caves\Green\Epic\CaveGEDoor01Hole.nif"
"Static","CaveGEDoor01Holeice","Dungeons\Caves\Green\Epic\CaveGEDoor01Hole.nif"
"Static","CaveGEDoor02","Dungeons\Caves\Green\Epic\CaveGEDoor02.nif"
"Static","CaveGEDoor02falmer","Dungeons\Caves\Green\Epic\CaveGEDoor02.nif"
"Static","CaveGEDoor02Hole","Dungeons\Caves\Green\Epic\CaveGEDoor02Hole.nif"
"Static","CaveGEDoor03","Dungeons\Caves\Green\Epic\CaveGEDoor03.nif"
"Static","CaveGEDoor03Falmer","Dungeons\Caves\Green\Epic\CaveGEDoor03.nif"
"Static","CaveGEDoor03Hole","Dungeons\Caves\Green\Epic\CaveGEDoor03Hole.nif"
"Static","CaveGEDoor03ice","Dungeons\Caves\Green\Epic\CaveGEDoor03.nif"
"Static","CaveGEDoor04","Dungeons\Caves\Green\Epic\CaveGEDoor04.nif"
"Static","CaveGEDoor04Hole","Dungeons\Caves\Green\Epic\CaveGEDoor04Hole.nif"
"Static","CaveGEDoorUp01","Dungeons\Caves\Green\Epic\CaveGEDoorUp01.nif"
"Static","CaveGEDoorUp01Falmer","Dungeons\Caves\Green\Epic\CaveGEDoorUp01.nif"
"Static","CaveGEDoorUp01Hole","Dungeons\Caves\Green\Epic\CaveGEDoorUp01Hole.nif"
"Static","CaveGEDoorUp02","Dungeons\Caves\Green\Epic\CaveGEDoorUp02.nif"
"Static","CaveGEDoorUp02Hole","Dungeons\Caves\Green\Epic\CaveGEDoorUp02Hole.nif"
"Static","CaveGEDoorUp03","Dungeons\Caves\Green\Epic\CaveGEDoorUp03.nif"
"Static","CaveGEDoorUp03falmer","Dungeons\Caves\Green\Epic\CaveGEDoorUp03.nif"
"Static","CaveGEDoorUp03Hole","Dungeons\Caves\Green\Epic\CaveGEDoorUp03Hole.nif"
"Static","CaveGEDoorUp04","Dungeons\Caves\Green\Epic\CaveGEDoorUp04.nif"
"Static","CaveGEDoorUp04Hole","Dungeons\Caves\Green\Epic\CaveGEDoorUp04Hole.nif"
"Static","CaveGEICorner01","Dungeons\Caves\Green\Epic\CaveGEICorner01.nif"
"Static","CaveGEICorner01Hole","Dungeons\Caves\Green\Epic\CaveGEICorner01Hole.nif"
"Static","CaveGEICorner02","Dungeons\Caves\Green\Epic\CaveGEICorner02.nif"
"Static","CaveGEICorner02Hole","Dungeons\Caves\Green\Epic\CaveGEICorner02Hole.nif"
"Static","CaveGEICorner02_Falmer","Dungeons\Caves\Green\Epic\CaveGEICorner02.nif"
"Static","CaveGEICorner03","Dungeons\Caves\Green\Epic\CaveGEICorner03.nif"
"Static","CaveGEICorner03Hole","Dungeons\Caves\Green\Epic\CaveGEICorner03Hole.nif"
"Static","CaveGEICorner04","Dungeons\Caves\Green\Epic\CaveGEICorner04.nif"
"Static","CaveGEICorner04Hole","Dungeons\Caves\Green\Epic\CaveGEICorner04Hole.nif"
"Static","CaveGEICorner04Holeice","Dungeons\Caves\Green\Epic\CaveGEICorner04Hole.nif"
"Static","CaveGEICorner04ice","Dungeons\Caves\Green\Epic\CaveGEICorner04.nif"
"Static","CaveGEICornerUp01","Dungeons\Caves\Green\Epic\CaveGEICornerUp01.nif"
"Static","CaveGEICornerUp02","Dungeons\Caves\Green\Epic\CaveGEICornerUp02.nif"
"Static","CaveGEICornerUp03","Dungeons\Caves\Green\Epic\CaveGEICornerUp03.nif"
"Static","CaveGEICornerUp04","Dungeons\Caves\Green\Epic\CaveGEICornerUp04.nif"
"Static","CaveGEMid01","Dungeons\Caves\Green\Epic\CaveGEMid01.nif"
"Static","CaveGEMid01c","Dungeons\Caves\Green\Epic\CaveGEMid01c.nif"
"Static","CaveGEPillar01","Dungeons\Caves\Green\Pillars\CaveGEPillar01.nif"
"Static","CaveGEPillar01ice","Dungeons\Caves\Green\Pillars\CaveGEPillar01.nif"
"Static","CaveGEPillar02","Dungeons\Caves\Green\Pillars\CaveGEPillar02.nif"
"Static","CaveGEPillar03","Dungeons\Caves\Green\Pillars\CaveGEPillar03.nif"
"Static","CaveGEPillar03ice","Dungeons\Caves\Green\Pillars\CaveGEPillar03.nif"
"Static","CaveGEPillar04","Dungeons\Caves\Green\Pillars\CaveGEPillar04.nif"
"Static","CaveGEPillar05","Dungeons\Caves\Green\Pillars\CaveGEPillar05.nif"
"Static","CaveGEPillar05ice","Dungeons\Caves\Green\Pillars\CaveGEPillar05.nif"
"Static","CaveGEPillar06","Dungeons\Caves\Green\Pillars\CaveGEPillar06.nif"
"Static","CaveGEPillar06falmer","Dungeons\Caves\Green\Pillars\CaveGEPillar06.nif"
"Static","CaveGEPillar06ice","Dungeons\Caves\Green\Pillars\CaveGEPillar06.nif"
"Static","CaveGEWall01","Dungeons\Caves\Green\Epic\CaveGEWall01.nif"
"Static","CaveGEWall01c","Dungeons\Caves\Green\Epic\CaveGEWall01c.nif"
"Static","CaveGEWall01Falmer","Dungeons\Caves\Green\Epic\CaveGEWall01.nif"
"Static","CaveGEWall01Hole","Dungeons\Caves\Green\Epic\CaveGEWall01Hole.nif"
"Static","CaveGEWall01ice","Dungeons\Caves\Green\Epic\CaveGEWall01.nif"
"Static","CaveGEWall01snow","Dungeons\Caves\Green\Epic\CaveGEWall01.nif"
"Static","CaveGEWall02","Dungeons\Caves\Green\Epic\CaveGEWall02.nif"
"Static","CaveGEWall02c","Dungeons\Caves\Green\Epic\CaveGEWall02c.nif"
"Static","CaveGEWall02falmer","Dungeons\Caves\Green\Epic\CaveGEWall02.nif"
"Static","CaveGEWall02Hole","Dungeons\Caves\Green\Epic\CaveGEWall02Hole.nif"
"Static","CaveGEWall02ice","Dungeons\Caves\Green\Epic\CaveGEWall02.nif"
"Static","CaveGEWall03","Dungeons\Caves\Green\Epic\CaveGEWall03.nif"
"Static","CaveGEWall03c","Dungeons\Caves\Green\Epic\CaveGEWall03c.nif"
"Static","CaveGEWall03cice","Dungeons\Caves\Green\Epic\CaveGEWall03c.nif"
"Static","CaveGEWall03Falmer","Dungeons\Caves\Green\Epic\CaveGEWall03.nif"
"Static","CaveGEWall03Hole","Dungeons\Caves\Green\Epic\CaveGEWall03Hole.nif"
"Static","CaveGEWall03Holeice","Dungeons\Caves\Green\Epic\CaveGEWall03Hole.nif"
"Static","CaveGEWall03ice","Dungeons\Caves\Green\Epic\CaveGEWall03.nif"
"Static","CaveGEWall04","Dungeons\Caves\Green\Epic\CaveGEWall04.nif"
"Static","CaveGEWall04c","Dungeons\Caves\Green\Epic\CaveGEWall04c.nif"
"Static","CaveGEWall04falmer","Dungeons\Caves\Green\Epic\CaveGEWall04.nif"
"Static","CaveGEWall04Hole","Dungeons\Caves\Green\Epic\CaveGEWall04Hole.nif"
"Static","CaveGEWallCorner01","Dungeons\Caves\Green\EpicWall\CaveGEWallCorner01.n..."
"Static","CaveGEWallCorner02","Dungeons\Caves\Green\EpicWall\CaveGEWallCorner02.n..."
"Static","CaveGEWallCorner02ice","Dungeons\Caves\Green\EpicWall\CaveGEWallCorner02.n..."
"Static","CaveGEWallInCorner01","Dungeons\Caves\Green\EpicWall\CaveGEWallInCorner01..."
"Static","CaveGEWallInCorner02","Dungeons\Caves\Green\EpicWall\CaveGEWallInCorner02..."
"Static","CaveGEWallStraight01","Dungeons\Caves\Green\EpicWall\CaveGEWallStraight01..."
"Static","CaveGEWallStraight01ice","Dungeons\Caves\Green\EpicWall\CaveGEWallStraight01..."
"Static","CaveGEWallStraight02","Dungeons\Caves\Green\EpicWall\CaveGEWallStraight02..."
"Static","CaveGEWallUp01","Dungeons\Caves\Green\Epic\CaveGEWallUp01.nif"
"Static","CaveGEWallUp02","Dungeons\Caves\Green\Epic\CaveGEWallUp02.nif"
"Static","CaveGEWallUp03","Dungeons\Caves\Green\Epic\CaveGEWallUp03.nif"
"Static","CaveGEWallUp04","Dungeons\Caves\Green\Epic\CaveGEWallUp04.nif"
"Static","CaveGFloor01","Dungeons\Caves\Green\LargeWall\CaveGFloor01.nif"
"Static","CaveGFloor01ice","Dungeons\Caves\Green\LargeWall\CaveGFloor01.nif"
"Static","CaveGHall1Way01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif"
"Static","CaveGHall1Way01c","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01c.ni..."
"Static","CaveGHall1Way01cIce","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01c.ni..."
"Static","CaveGHall1Way01cMossTEMP","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01c.ni..."
"Static","CaveGHall1Way01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif"
"Static","CaveGHall1Way01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif"
"Static","CaveGHall1Way01MossTEMP","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif"
"Static","CaveGHall1Way01SnowTEMP","Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif"
"Static","CaveGHall1Way01UF","Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderF..."
"Static","CaveGHall1Way02c","Dungeons\Caves\Green\SmallHall\CaveGHall1Way02c.ni..."
"Static","CaveGHall1Way02cice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way02c.ni..."
"Static","CaveGHall1Way03c","Dungeons\Caves\Green\SmallHall\CaveGHall1Way03c.ni..."
"Static","CaveGHall1Way03cIce","Dungeons\Caves\Green\SmallHall\CaveGHall1Way03c.ni..."
"Static","CaveGHall1Way128D01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128D01..."
"Static","CaveGHall1Way128D01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128D01..."
"Static","CaveGHall1Way128D01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128D01..."
"Static","CaveGHall1Way128D01MossTEMP","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128D01..."
"Static","CaveGHall1Way128L01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128L01..."
"Static","CaveGHall1Way128L01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128L01..."
"Static","CaveGHall1Way128L01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128L01..."
"Static","CaveGHall1Way128R01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128R01..."
"Static","CaveGHall1Way128R01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128R01..."
"Static","CaveGHall1Way128Short01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128Sho..."
"Static","CaveGHall1Way128Short01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128Sho..."
"Static","CaveGHall1Way128U01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128U01..."
"Static","CaveGHall1Way128U01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128U01..."
"Static","CaveGHall1Way128U01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way128U01..."
"Static","CaveGHall1Way64D01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64D01...."
"Static","CaveGHall1Way64D01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64D01...."
"Static","CaveGHall1Way64D01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64D01...."
"Static","CaveGHall1Way64L01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64L01...."
"Static","CaveGHall1Way64L01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64L01...."
"Static","CaveGHall1Way64R01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64R01...."
"Static","CaveGHall1Way64R01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64R01...."
"Static","CaveGHall1Way64Short01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64Shor..."
"Static","CaveGHall1Way64Short01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64Shor..."
"Static","CaveGHall1Way64U01","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64U01...."
"Static","CaveGHall1Way64U01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64U01...."
"Static","CaveGHall1Way64U01ice","Dungeons\Caves\Green\SmallHall\CaveGHall1Way64U01...."
"Static","CaveGHall2Way01","Dungeons\Caves\Green\SmallHall\CaveGHall2Way01.nif"
"Static","CaveGHall2Way01c","Dungeons\Caves\Green\SmallHall\CaveGHall2Way01c.ni..."
"Static","CaveGHall2Way01cIce","Dungeons\Caves\Green\SmallHall\CaveGHall2Way01c.ni..."
"Static","CaveGHall2Way01Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall2Way01.nif"
"Static","CaveGHall2Way01ice","Dungeons\Caves\Green\SmallHall\CaveGHall2Way01.nif"
"Static","CaveGHall2Way01UF","Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderF..."
"Static","CaveGHall2Way02","Dungeons\Caves\Green\SmallHall\CaveGHall2Way02.nif"
"Static","CaveGHall2Way02c","Dungeons\Caves\Green\SmallHall\CaveGHall2Way02c.ni..."
"Static","CaveGHall2Way02cice","Dungeons\Caves\Green\SmallHall\CaveGHall2Way02c.ni..."
"Static","CaveGHall2Way02Falmer","Dungeons\Caves\Green\SmallHall\CaveGHall2Way02.nif"
"Static","CaveGHall2Way02ice","Dungeons\Caves\Green\SmallHall\CaveGHall2Way02.nif"
"Static","CaveGHall2Way02UF","Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderF..."
"Static","CaveGHall3Way01","Dungeons\Caves\Green\SmallHall\CaveGHall3Way01.nif"
"Static","CaveGHall3Way01ice","Dungeons\Caves\Green\SmallHall\CaveGHall3Way01.nif"
"Static","CaveGHall3Way01UF","Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderF..."
"Static","CaveGHall3Way02","Dungeons\Caves\Green\SmallHall\CaveGHall3Way02.nif"
"Static","CaveGHall4Way01","Dungeons\Caves\Green\SmallHall\CaveGHall4Way01.nif"
"Static","CaveGHallDeadEnd01","Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd01...."
"Static","CaveGHallDeadEnd01c","Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd01c..."
"Static","CaveGHallDeadEnd01ice","Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd01...."
"Static","CaveGHallDeadEnd02","Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd02...."
"Static","CaveGHallDeadEnd02c","Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd02c..."
"Static","CaveGHallDeadEnd02ice","Dungeons\Caves\Green\SmallHall\CaveGHallDeadEnd02...."
"Static","CaveGHallDeadEnd02UF","Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderF..."
"Static","CaveGHallDetwist01","Dungeons\Caves\Green\SmallHall\CaveGHallDetwist01...."
"Static","CaveGHallDetwist01ice","Dungeons\Caves\Green\SmallHall\CaveGHallDetwist01...."
"Static","CaveGHallDetwist02","Dungeons\Caves\Green\SmallHall\CaveGHallDetwist02...."
"Static","CaveGHallRamp01","Dungeons\Caves\Green\SmallHall\CaveGHallRamp01.nif"
"Static","CaveGHallRamp01ice","Dungeons\Caves\Green\SmallHall\CaveGHallRamp01.nif"
"Static","CaveGHallRamp01MossTEMP","Dungeons\Caves\Green\SmallHall\CaveGHallRamp01.nif"
"Static","CaveGHallRamp01SnowTEMP","Dungeons\Caves\Green\SmallHall\CaveGHallRamp01.nif"
"Static","CaveGHallRamp02","Dungeons\Caves\Green\SmallHall\CaveGHallRamp02.nif"
"Static","CaveGHallRamp02ice","Dungeons\Caves\Green\SmallHall\CaveGHallRamp02.nif"
"Static","CaveGHallRamp02UF","Architecture\WhiteRun\WRInteriors\WRSkyForgeUnderF..."
"Static","CaveGLEWallCorner01","Dungeons\Caves\Green\LargeWall\CaveGLEWallCorner01..."
"Static","CaveGLEWallCorner02","Dungeons\Caves\Green\LargeWall\CaveGLEWallCorner02..."
"Static","CaveGLEWallDoor01","Dungeons\Caves\Green\LargeWall\CaveGLEWallDoor01.n..."
"Static","CaveGLEWallDoorB01","Dungeons\Caves\Green\LargeWall\CaveGLEWallDoorB01...."
"Static","CaveGLEWallDoorL01","Dungeons\Caves\Green\LargeWall\CaveGLEWallDoorL01...."
"Static","CaveGLEWallDoorLB01","Dungeons\Caves\Green\LargeWall\CaveGLEWallDoorLB01..."
"Static","CaveGLEWallInCorner01","Dungeons\Caves\Green\LargeWall\CaveGLEWallInCorner..."
"Static","CaveGLEWallInCorner02","Dungeons\Caves\Green\LargeWall\CaveGLEWallInCorner..."
"Static","CaveGLEWallStraight01","Dungeons\Caves\Green\LargeWall\CaveGLEWallStraight..."
"Static","CaveGLEWallStraight01ice","Dungeons\Caves\Green\LargeWall\CaveGLEWallStraight..."
"Static","CaveGLEWallStraight02","Dungeons\Caves\Green\LargeWall\CaveGLEWallStraight..."
"Static","CaveGLEWallStraight02ice","Dungeons\Caves\Green\LargeWall\CaveGLEWallStraight..."
"Static","CaveGLHall1Way01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01.ni..."
"Static","CaveGLHall1Way01c","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01c.n..."
"Static","CaveGLHall1Way01cFalmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01c.n..."
"Static","CaveGLHall1Way01cice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01c.n..."
"Static","CaveGLHall1Way01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01.ni..."
"Static","CaveGLHall1Way01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way01.ni..."
"Static","CaveGLHall1Way02","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way02.ni..."
"Static","CaveGLHall1Way02c","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way02c.n..."
"Static","CaveGLHall1Way02cice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way02c.n..."
"Static","CaveGLHall1Way02Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way02.ni..."
"Static","CaveGLHall1Way02ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way02.ni..."
"Static","CaveGLHall1Way03c","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way03c.n..."
"Static","CaveGLHall1Way128D01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128D0..."
"Static","CaveGLHall1Way128D01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128D0..."
"Static","CaveGLHall1Way128D01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128D0..."
"Static","CaveGLHall1Way128L01","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128L0..."
"Static","CaveGLHall1Way128L01Falmer","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128L0..."
"Static","CaveGLHall1Way128L01ice","Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128L0..."
